category,top_length,latest_length,top_flesch,latest_flesch,top_fog,latest_fog,top_coleman_liau,latest_coleman_liau,top_dale_chall,latest_dale_chall
YouTube_howto,24.0,22.5,97.88,57.099999999999994,9.6,10.25,4.77,10.15,6.8,8.925
YouTube_gaming,10.0,14.0,61.33,91.108,5.11,7.044,7.495,4.814,8.955,7.638
YouTube_news,4.0,10.375,92.8,59.89125,1.6,8.147499999999999,-4.36,9.55,0.2,11.24875
YouTube_music,12.0,23.8,67.76,79.47,4.8,11.09,19.07,4.476,12.13,8.314
YouTube_news,13.0,47.5,66.74,44.41,8.28,20.335,11.3,3.535,9.14,12.57
YouTube_news,40.0,44.6,39.33,37.626999999999995,18.71,20.8595,11.47,9.7325,12.105,11.392500000000002
YouTube_gaming,36.0,26.5,68.78,65.73,16.62,11.71,6.69,5.8100000000000005,9.81,8.075
YouTube_music,6.0,5.5,99.225,95.505,4.619999999999999,3.3099999999999996,4.425,1.2449999999999999,10.95,10.675
YouTube_gaming,6.0,15.714285714285714,99.23,85.74285714285715,2.4,6.68,6.25,5.387142857142857,11.83,9.610000000000001
YouTube_gaming,47.0,6.384615384615385,23.77,99.48769230769231,19.65,3.066923076923077,15.68,1.1815384615384614,16.38,9.938461538461537
YouTube_news,11.0,15.75,64.54,30.107499999999998,9.575,8.315,8.745000000000001,7.7925,7.615,7.1850000000000005
YouTube_music,15.5,43.5,76.89500000000001,27.32,7.07,23.6025,6.105,9.5575,6.765,12.094999999999999
YouTube_gaming,28.0,7.0,68.44,110.905,12.63,2.8,5.98,0.039999999999999925,8.41,6.745
YouTube_music,15.0,27.0,47.79,60.99166666666667,11.33,12.918333333333335,11.88,6.113333333333334,10.7,9.156666666666666
YouTube_news,17.0,54.0,83.83,33.59,6.8,25.3,7.765,10.98,14.280000000000001,10.99
YouTube_gaming,8.0,15.0,84.50999999999999,90.09,6.535,6.0,5.345000000000001,3.41,8.245,11.75
YouTube_howto,25.666666666666668,14.642857142857142,59.52333333333333,72.32571428571428,12.299999999999999,6.892142857142856,7.553333333333334,6.683571428571429,8.649999999999999,9.805714285714286
YouTube_howto,5.0,8.0,83.32,80.28,10.0,8.2,2.64,2.1,10.2,6.01
YouTube_music,14.25,12.666666666666666,97.19749999999999,84.0,5.7,7.526666666666666,2.6925,6.296666666666667,6.545,11.033333333333333
YouTube_news,16.5,40.8421052631579,54.73,46.49631578947369,11.145,19.416315789473686,10.58,8.94894736842105,9.84,10.505263157894735
YouTube_news,11.333333333333334,5.0,51.51333333333333,117.16,10.75,2.0,11.743333333333334,-3.17,11.556666666666667,10.2
YouTube_news,8.0,25.0,71.82,65.56000000000002,6.535,11.141,6.305,7.998,10.614999999999998,9.268
YouTube_music,12.333333333333334,60.25,89.97666666666667,44.16250000000001,4.933333333333334,24.287499999999998,5.39,5.1274999999999995,7.266666666666667,10.395
YouTube_news,8.0,4.0,80.28,30.753333333333334,3.2,8.266666666666667,5.0,9.193333333333333,6.01,4.043333333333334
YouTube_gaming,7.0,14.0,55.915,95.34,9.465,5.6,7.069999999999999,5.41,11.879999999999999,14.420000000000002
YouTube_music,12.0,16.666666666666668,84.68,74.3,8.13,8.09,4.05,6.853333333333333,9.5,7.4433333333333325
YouTube_howto,10.0,5.0,95.16666666666667,108.705,4.0,2.0,2.4633333333333334,-2.395,8.843333333333332,5.619999999999999
YouTube_gaming,48.5,10.0,30.705,61.33,22.71,8.765,12.504999999999999,10.895,12.3,10.9
YouTube_music,6.0,13.0,73.85,85.07333333333334,9.07,6.550000000000001,9.15,4.861666666666666,6.57,8.455
YouTube_howto,10.5,24.0,73.51,71.28857142857143,10.31,10.332857142857142,5.779999999999999,5.742857142857142,8.765,9.54857142857143
YouTube_howto,32.0,71.22222222222223,55.92,23.623333333333335,15.3,30.742222222222225,7.79,7.933888888888889,9.17,11.361111111111109
YouTube_music,38.75,12.0,38.4925,93.14,17.395,4.8,12.5425,4.05,12.282499999999999,5.55
YouTube_news,12.0,12.333333333333334,93.14,99.84833333333331,4.8,4.933333333333334,6.48,0.42666666666666675,10.81,6.538333333333334
YouTube_gaming,13.5,19.285714285714285,83.155,73.65857142857143,6.83,9.228571428571428,5.325,7.8757142857142854,10.725,9.76857142857143
YouTube_music,5.0,18.714285714285715,74.865,76.65571428571427,2.0,9.02142857142857,3.85,6.05,3.3850000000000002,8.894285714285715
YouTube_music,11.0,7.0,94.15,102.445,4.4,2.8,1.02,-0.905,8.49,6.29
YouTube_gaming,18.0,10.333333333333334,95.51,78.61416666666666,7.2,6.176666666666667,2.72,5.808333333333334,6.28,8.644166666666667
YouTube_howto,8.75,8.5,79.5175,92.46000000000001,3.5000000000000004,3.4000000000000004,3.1,3.205,5.2675,9.54
YouTube_gaming,40.333333333333336,36.8,13.613333333333337,25.662,29.926666666666666,24.381999999999998,18.456666666666667,12.901999999999997,14.623333333333335,11.18
YouTube_gaming,85.0,36.5,-14.81,61.9225,37.29,15.819999999999999,16.09,6.112500000000001,15.1,6.6875
YouTube_music,9.0,8.777777777777779,87.72333333333334,93.58888888888889,3.5999999999999996,4.252222222222223,1.026666666666667,2.427777777777778,3.6766666666666663,6.950000000000001
YouTube_gaming,37.0,19.0,50.84,94.49,19.12,7.6,9.64,3.77,8.89,8.73
YouTube_music,8.0,34.0,92.965,58.115,5.02,16.795,2.96,6.74,7.045,9.2
YouTube_music,6.0,8.5,99.23,92.46000000000001,2.4,5.4,0.45,7.0649999999999995,11.83,9.809999999999999
YouTube_music,8.0,16.0,71.82,84.85,3.2,7.115,1.41,-1.0450000000000002,11.93,3.74
YouTube_music,28.0,14.0,76.9,81.801,11.2,8.466,8.07,6.297,13.48,10.336
YouTube_news,10.0,17.666666666666668,69.785,59.18333333333334,5.819999999999999,10.946666666666667,12.04,8.233333333333333,12.51,11.843333333333334
YouTube_music,28.2,32.0,71.62,72.84,12.584,14.05,5.26,5.82,9.436000000000002,9.17
YouTube_gaming,11.4,19.5,86.978,60.144999999999996,5.804,11.765,7.008,10.155,11.466,10.995
YouTube_music,8.333333333333334,8.842105263157896,71.48,82.98473684210526,4.666666666666667,5.649473684210526,9.56,4.070526315789474,12.296666666666667,7.494736842105263
YouTube_music,11.0,10.5,73.0,75.6225,6.22,6.5375,5.78,6.875,7.77,9.51
YouTube_news,108.4,14.5,-25.016,65.22,47.108,10.149999999999999,9.874,8.639999999999999,13.744,5.970000000000001
YouTube_music,9.0,106.0,62.34,-44.58,3.6,46.17,11.22,24.97,11.1,17.83
YouTube_music,12.2,16.083333333333332,81.09,75.5975,5.68,8.829166666666666,5.903999999999999,5.34,11.239999999999998,11.184166666666668
YouTube_news,12.0,11.8,110.055,71.345,4.8,8.15,-4.08,6.574000000000001,10.655000000000001,8.847
YouTube_gaming,17.0,33.42857142857143,96.525,62.92714285714286,7.635,14.651428571428571,5.619999999999999,7.077142857142856,9.02,11.297142857142857
YouTube_howto,15.0,2.0,52.025,35.61,7.430000000000001,0.8,9.965,10.0,10.02,11.63
YouTube_news,12.5,28.0,58.7925,62.0925,10.2675,13.754999999999999,6.42,7.6775,9.307500000000001,9.6
YouTube_news,51.0,50.714285714285715,36.63,23.625714285714285,23.54,24.20714285714286,11.33,11.782857142857141,9.26,10.528571428571427
YouTube_music,8.666666666666666,47.0,96.52,57.61,4.420000000000001,19.65,2.3266666666666667,6.58,5.786666666666666,8.99
YouTube_howto,16.5,10.125,77.99249999999999,85.52250000000001,10.530000000000001,5.9275,6.535,3.815,8.7375,7.94875
YouTube_music,157.33333333333334,9.5,-71.3,95.67500000000001,66.63666666666667,3.8,7.3999999999999995,3.3949999999999996,14.58,6.5649999999999995
YouTube_news,12.333333333333334,17.764705882352942,78.69999999999999,67.87823529411764,5.673333333333333,9.393529411764703,7.423333333333333,8.201764705882354,8.11,9.296470588235294
YouTube_gaming,22.0,27.5,82.99,61.89166666666667,10.62,13.44,5.92,5.861666666666667,8.32,10.549999999999999
YouTube_gaming,33.4,27.333333333333332,62.95799999999999,74.75333333333333,14.419999999999998,11.436666666666667,7.198,6.6933333333333325,8.235999999999999,8.506666666666666
YouTube_news,6.0,26.142857142857142,73.85,67.9057142857143,2.4,12.732857142857142,17.85,4.715714285714286,14.46,9.218571428571428
YouTube_howto,5.5,23.0,82.815,65.05,5.535,10.94,4.035,7.49,6.04,10.27
YouTube_news,23.666666666666668,7.0,67.19333333333334,81.29,12.133333333333333,2.8,9.436666666666666,6.56,9.546666666666667,10.75
YouTube_gaming,5.5,10.285714285714286,57.435,81.58285714285716,5.535,5.954285714285715,10.245000000000001,4.562857142857143,14.175,8.998571428571427
YouTube_music,32.0,29.5,64.38000000000001,71.145,14.543333333333335,13.45,5.8500000000000005,6.015000000000001,9.986666666666666,8.75
YouTube_gaming,85.0,3.0,-14.81,93.81,37.29,1.2,16.09,3.4349999999999996,15.1,9.05
YouTube_music,9.5,9.0,93.56,96.18,4.3,3.6,3.1875,10.58,6.8999999999999995,11.1
YouTube_music,6.5,9.0,77.57,73.62333333333333,6.6,7.22,5.415,6.760000000000001,10.47,10.303333333333333
YouTube_news,27.0,21.055555555555557,56.765,59.974999999999994,12.379999999999999,12.247222222222222,10.040000000000001,9.491111111111111,7.83,9.536666666666669
YouTube_music,7.4,13.5,75.812,70.465,5.702,8.575,7.950000000000001,7.615,10.170000000000002,8.07
YouTube_howto,28.0,13.666666666666666,68.435,72.40916666666668,13.32,7.710000000000001,6.83,6.014166666666665,8.995000000000001,9.035
YouTube_music,6.2,7.7272727272727275,95.64200000000001,100.55181818181818,2.4800000000000004,3.090909090909091,2.2,3.2572727272727273,9.918000000000001,9.825454545454546
YouTube_news,47.0,34.73684210526316,43.50666666666667,52.2478947368421,21.450000000000003,16.52157894736842,10.0,8.330526315789472,10.986666666666666,10.64736842105263
YouTube_music,12.0,18.666666666666668,42.38,60.99333333333333,14.8,13.373333333333335,17.1,7.7700000000000005,12.13,9.92
YouTube_gaming,5.0,6.5,117.16,102.95,2.0,3.0766666666666667,0.32,1.6199999999999999,7.04,8.038333333333332
YouTube_news,8.5,40.8,92.46000000000001,53.751999999999995,6.255,18.634,9.445,9.068000000000001,11.73,11.716
YouTube_howto,20.0,37.0,71.47999999999999,67.76,10.872,14.8,6.868,5.58,6.44,8.89
YouTube_music,11.0,6.0,85.69,48.47,4.4,2.4,5.3149999999999995,14.95,9.245000000000001,6.57
YouTube_howto,18.666666666666668,19.6875,86.37,79.5175,9.036666666666667,9.146875,7.016666666666667,4.793125,8.17,9.119375
YouTube_music,13.0,15.5,79.435,81.125,5.199999999999999,8.785,13.245000000000001,5.5600000000000005,10.485,7.4350000000000005
YouTube_music,12.0,9.0,64.94,85.6075,5.910000000000001,6.25,6.07,6.717499999999999,5.986666666666667,7.7275
YouTube_music,10.333333333333334,2.0,18.686666666666664,-49.0,13.690000000000003,0.8,21.566666666666666,12.9,19.28333333333333,0.1
YouTube_gaming,35.5,15.333333333333334,77.745,92.57333333333332,14.55,7.346666666666667,4.01,3.72,8.19,9.023333333333333
YouTube_howto,6.5,6.0,100.83500000000001,90.77,2.6,2.4,-0.11250000000000004,2.37,7.1625,6.57
YouTube_music,9.0,39.333333333333336,77.57,51.29333333333333,5.742,17.703333333333333,5.842,8.106666666666667,9.129999999999999,9.52
YouTube_music,41.666666666666664,8.0,63.026666666666664,80.28,17.73,3.2,5.486666666666667,8.66,8.65,9.95
YouTube_howto,134.0,13.333333333333334,-39.16,88.96333333333332,55.09,6.603333333333334,7.34,3.69,12.52,6.93
YouTube_howto,53.0,21.0,23.320000000000004,84.0,26.97,10.3,9.233333333333333,9.23,10.623333333333333,10.69
YouTube_gaming,9.75,17.0,101.76749999999998,88.06333333333333,3.9000000000000004,7.203333333333333,2.125,6.963333333333334,7.5424999999999995,10.726666666666667
YouTube_howto,12.4,8.857142857142858,58.89200000000001,57.65285714285715,7.798,7.611428571428571,8.782,6.065714285714285,6.276,9.585714285714285
YouTube_news,35.0,31.05,78.25,51.38099999999999,14.0,15.852500000000001,2.05,8.002,2.19,9.091500000000002
YouTube_howto,21.8,192.0,59.504,-114.95,10.809999999999999,79.3,11.430000000000001,9.42,9.988,16.2
YouTube_gaming,4.0,16.1,50.5,82.20800000000001,1.6,7.011,18.85,6.741999999999999,23.57,10.690000000000001
YouTube_music,7.666666666666667,9.0,103.17666666666666,100.08692307692309,3.0666666666666664,3.599999999999999,2.15,3.5861538461538456,7.31,8.706923076923076
YouTube_howto,120.33333333333333,11.0,-33.743333333333325,77.23,50.98000000000001,8.04,8.296666666666667,11.58,13.193333333333333,11.36
YouTube_howto,15.0,3.0,47.79,119.19,8.020000000000001,1.2,15.706666666666669,-8.18,10.543333333333335,0.15
YouTube_howto,46.5,20.625,45.43,76.98125,19.93,9.936250000000001,6.08,5.5375,9.415,9.190000000000001
YouTube_news,10.4,11.076923076923077,76.15,81.70923076923077,6.909999999999999,6.452307692307692,7.8,6.295384615384615,8.364,8.708461538461538
YouTube_gaming,14.4,24.75,78.85799999999999,73.8525,9.034,10.997499999999999,6.544000000000001,3.6500000000000004,8.437999999999999,8.55
YouTube_music,10.25,3.0,86.455,119.19,5.1,1.2,3.4825,-4.29,9.684999999999999,0.15
YouTube_news,7.333333333333333,25.1,75.31333333333333,62.07399999999999,5.3566666666666665,11.783000000000001,9.763333333333334,8.392999999999999,10.826666666666668,10.36
YouTube_gaming,27.0,27.0,66.63333333333333,62.682,11.863333333333332,12.458,8.243333333333334,8.52,9.946666666666667,7.840000000000001
YouTube_music,12.0,7.0,88.905,89.75,6.34,2.8,3.0250000000000004,0.76,7.6,10.75
YouTube_music,11.333333333333334,13.0,82.53666666666668,83.66,5.6433333333333335,6.15,3.8699999999999997,5.18,6.920000000000001,3.97
YouTube_howto,20.25,13.0,82.64750000000001,104.81,8.725,5.2,7.619999999999999,3.615,9.767500000000002,6.984999999999999
YouTube_news,20.5,102.1,42.21,-27.926999999999992,16.445,45.388000000000005,12.83,9.915000000000001,9.780000000000001,13.209999999999999
YouTube_gaming,9.5,11.666666666666666,82.985,78.812,3.8,5.928,10.785,6.934666666666667,14.765,10.444
YouTube_music,13.0,23.5,96.35,68.775,5.2,11.4,1.81,4.9399999999999995,7.365,7.905
YouTube_music,5.333333333333333,9.5,74.52333333333333,99.9025,2.1333333333333333,3.8,4.18,0.8399999999999999,14.253333333333336,9.9725
YouTube_gaming,85.0,4.0,-14.81,101.255,37.29,1.6,16.09,0.1299999999999999,15.1,5.175
YouTube_gaming,57.0,7.5,39.0,97.70500000000001,22.8,3.0,11.97,2.7699999999999996,14.5,8.85
YouTube_howto,74.0,38.94117647058823,13.29,52.851764705882346,32.84,16.96470588235294,7.97,7.241176470588236,10.72,8.780588235294116
YouTube_news,13.0,24.142857142857142,92.12,54.222142857142856,5.2,13.083571428571428,7.24,9.732142857142858,7.93,10.610000000000001
YouTube_music,164.0,29.0,-69.60666666666665,84.34,68.28333333333333,12.98,6.72,2.1,13.296666666666667,7.25
YouTube_gaming,13.0,10.1,100.58500000000001,89.14399999999999,5.2,4.040000000000001,-1.86,3.2779999999999996,3.54,9.831999999999999
YouTube_howto,24.8,18.0625,78.454,80.11062500000001,11.136,9.219375,6.354000000000001,6.038124999999999,8.117999999999999,9.04375
YouTube_howto,14.5,4.5,69.45,92.28999999999999,5.8,1.7999999999999998,9.17,0.62,6.800000000000001,4.3
YouTube_gaming,10.666666666666666,23.0,74.75,73.51,4.266666666666667,12.68,9.173333333333334,6.45,9.38,6.84
YouTube_howto,16.5,10.666666666666666,46.269999999999996,57.830000000000005,12.774999999999999,10.303333333333333,13.25,11.79,9.305,11.076666666666668
YouTube_gaming,35.0,15.0,72.61333333333333,90.09,14.953333333333333,7.335,5.436666666666667,6.485,8.983333333333333,9.115
YouTube_news,10.5,13.642857142857142,86.2,84.21857142857142,4.2,6.505,4.657500000000001,4.189285714285715,4.609999999999999,6.656428571428571
YouTube_news,7.0,7.0,55.91,81.29,2.8,2.8,8.24,-4.24,8.5,6.24
YouTube_gaming,17.0,35.666666666666664,96.525,66.29333333333334,7.635,15.453333333333333,5.619999999999999,5.8133333333333335,9.02,6.6499999999999995
YouTube_news,19.4,22.846153846153847,65.322,65.85923076923078,12.367999999999999,12.244615384615383,8.088000000000001,7.327692307692308,9.738,9.998461538461537
YouTube_news,26.0,39.42857142857143,78.93,39.91714285714285,11.94,20.19142857142857,5.52,8.270000000000001,6.14,9.234285714285715
YouTube_music,9.0,15.0,91.9525,64.71,5.315,11.33,3.145,6.89,6.952500000000001,10.7
YouTube_music,14.6,18.0,70.194,78.58999999999999,8.142,9.366666666666667,11.134,5.79,11.629999999999999,8.62
YouTube_news,15.0,15.25,77.4025,58.112500000000004,7.807500000000001,9.6875,7.050000000000001,9.805,8.5175,8.72
YouTube_music,1.0,2.5,121.22,62.5925,0.4,6.0,-4.81,9.29,19.48,16.5925
YouTube_music,5.0,4.666666666666667,49.480000000000004,44.18000000000001,4.8549999999999995,7.103333333333333,12.16,11.973333333333334,15.915,14.520000000000001
YouTube_news,3.0,23.25,-24.64,62.685,14.53,11.215,22.75,9.4475,9.05,8.6375
YouTube_news,204.0,49.888888888888886,-127.13,47.160000000000004,85.13,22.419999999999998,12.5,7.24888888888889,18.32,9.152222222222223
YouTube_news,15.0,27.875,47.79333333333333,62.21875,12.0,13.99375,13.483333333333333,7.11875,11.486666666666666,10.2725
YouTube_music,8.5,11.0,69.195,83.38545454545455,9.2325,7.740909090909091,9.29,5.0618181818181816,10.4575,8.594545454545454
YouTube_music,4.0,6.2,118.18,99.02600000000001,1.6,3.4799999999999995,-7.26,2.3039999999999994,11.73,11.946000000000002
YouTube_howto,46.0,11.0,50.17,68.77,20.14,8.04,7.68,6.82,9.69,9.92
YouTube_howto,9.25,9.0,72.665,87.72,6.154999999999999,3.6,7.33,6.06,10.829999999999998,12.86
YouTube_gaming,2.0,2.0,-91.3,-91.3,0.8,0.8,10.0,10.0,19.53,19.53
YouTube_news,8.5,26.05263157894737,79.77,63.288947368421056,3.4000000000000004,12.496315789473682,8.864999999999998,8.672105263157896,11.805,8.515789473684212
YouTube_news,51.0,44.285714285714285,19.71,31.35857142857143,25.11,21.735714285714284,13.88,10.80285714285714,12.36,10.262857142857143
YouTube_howto,7.0,8.5,79.17999999999999,-21.755000000000003,4.4675,24.65,12.0375,3.8649999999999998,12.2075,14.915
YouTube_gaming,12.333333333333334,17.0,75.88000000000001,88.06,7.553333333333334,9.15,9.046666666666665,4.23,9.846666666666666,6.34
YouTube_music,17.0,12.615384615384615,66.91499999999999,91.86076923076924,8.62,6.153846153846154,13.945,3.144615384615385,10.58,8.006153846153847
YouTube_music,10.0,1.0,86.71,-47.99,4.0,40.4,6.76,1.0,7.29,19.48
YouTube_music,15.333333333333334,22.0,84.11666666666667,80.16666666666667,7.6933333333333325,9.895000000000001,7.183333333333333,5.06,11.11,10.05
YouTube_news,24.5,18.785714285714285,59.300000000000004,62.07857142857142,12.27,11.032857142857145,10.5475,10.307142857142859,9.82,9.753571428571428
YouTube_gaming,9.5,10.727272727272727,99.905,95.19909090909091,3.8,4.621818181818181,5.449999999999999,3.7309090909090914,8.145,8.26
YouTube_music,8.0,7.2,88.74,86.16799999999999,3.2,5.548,4.31,3.768,9.95,9.202
YouTube_news,11.75,15.833333333333334,70.125,58.225,6.52,9.181666666666667,8.405,9.530000000000001,9.8775,9.888333333333334
YouTube_music,12.0,6.0,88.905,116.15,6.34,2.4,3.0250000000000004,-2.46,7.6,11.83
YouTube_howto,27.0,14.0,77.91,108.03,12.28,5.6,5.98,0.34,7.9,7.71
YouTube_music,10.0,11.2,90.935,99.026,8.395,5.362,0.395,-0.10399999999999991,8.215,9.026
YouTube_news,40.75,8.0,34.345,88.735,20.799999999999997,3.2,12.612499999999999,2.005,10.837499999999999,4.37
YouTube_music,13.0,14.666666666666666,96.35,87.61,5.2,6.38,1.81,3.1099999999999994,7.365,8.040000000000001
YouTube_gaming,43.0,128.0,56.03333333333333,-24.61,18.12,52.45,8.656666666666666,7.51,9.846666666666666,13.19
YouTube_music,4.0,6.666666666666667,50.5,78.81,1.6,6.4433333333333325,5.8,8.243333333333332,7.78,10.283333333333333
YouTube_howto,32.0,42.5,55.92,45.26,15.3,19.57,7.79,7.725,9.17,9.915
YouTube_howto,14.5,10.6,56.76,86.09599999999999,6.635,6.75,15.825000000000001,2.9639999999999995,13.105,8.716
YouTube_news,7.0,10.0,81.29,95.17,2.8,4.0,7.37,6.18,6.24,5.71
YouTube_gaming,4.0,9.0,50.5,72.01142857142858,1.6,6.457142857142856,18.85,4.461428571428571,23.57,10.778571428571428
YouTube_music,11.8,11.0,76.42,68.77,7.016,8.04,6.978,10.01,8.712,9.92
YouTube_news,11.0,12.588235294117647,68.77,83.08470588235296,8.04,6.67294117647059,6.82,5.838823529411764,12.79,8.579999999999998
YouTube_music,32.0,7.0,49.5725,91.86749999999999,14.4,3.5150000000000006,13.9325,4.005,13.625,11.954999999999998
YouTube_gaming,47.0,19.8,57.61,76.76100000000001,19.65,10.306999999999999,7.16,4.9399999999999995,11.34,9.043999999999999
YouTube_howto,51.666666666666664,12.0,-9.17,67.76,30.426666666666666,11.47,14.69,11.3,13.036666666666667,10.81
YouTube_news,10.5,16.0,90.43,65.39,4.2,7.986,5.63,10.082,9.395,9.214
YouTube_howto,15.75,28.0,15.302500000000006,68.44,14.185,12.629999999999999,16.6225,6.62,9.9775,8.975
YouTube_howto,24.0,32.0,76.72999999999999,81.3,10.1,14.05,1.58,3.09,3.6,6.7
YouTube_gaming,19.0,7.846153846153846,77.57,90.1946153846154,7.6,3.1384615384615384,6.21,-1.8192307692307688,12.06,10.246923076923078
YouTube_news,14.0,7.0,74.19,98.215,8.46,6.135000000000001,7.42,-0.46499999999999986,7.71,3.48
YouTube_news,14.0,17.857142857142858,86.88,61.81285714285714,6.8500000000000005,11.567142857142857,4.795,6.89,7.785,8.964285714285717
YouTube_howto,8.0,17.0,109.88499999999999,88.06,3.2,6.8,0.42000000000000004,5.62,8.925,9.12
YouTube_music,14.0,9.0,57.27,96.18,8.46,3.6,14.84,5.42,13.35,7.59
YouTube_howto,5.0,8.4,100.24,84.94800000000001,2.0,4.76,6.12,1.2900000000000003,7.04,5.1739999999999995
YouTube_music,9.0,12.0,81.3775,84.68,3.6,11.47,8.0275,5.03,8.9675,9.5
YouTube_gaming,15.0,13.142857142857142,90.095,91.97857142857143,6.0,6.13,6.46,4.372857142857143,8.325,8.267142857142858
YouTube_news,10.0,14.0,44.41,74.18666666666667,4.0,7.823333333333333,23.58,5.603333333333333,16.76,12.37
YouTube_howto,14.8,11.941176470588236,86.912,90.21117647058824,6.364,5.3500000000000005,6.662000000000001,5.912941176470589,8.536,8.205294117647059
YouTube_music,26.0,37.0,68.35,67.76,11.675,16.294999999999998,6.174999999999999,4.455,8.2425,8.365
YouTube_howto,14.0,33.25,40.35,69.45333333333333,11.31,14.467500000000001,20.23,5.054166666666666,12.23,8.121666666666668
YouTube_music,17.0,12.9,71.14,80.38,6.8,5.564,6.67,3.8340000000000005,8.19,9.814
YouTube_news,8.333333333333334,8.5,82.75999999999999,50.16,5.0,7.51,6.386666666666667,10.032499999999999,11.723333333333334,10.7475
YouTube_howto,31.0,18.0,82.31,83.52083333333333,12.57,8.136666666666667,3.1233333333333335,4.824166666666667,9.163333333333334,8.849166666666667
YouTube_music,8.0,11.833333333333334,80.28,82.02499999999999,3.2,6.925,5.76,4.471666666666667,6.01,6.805
YouTube_gaming,23.666666666666668,15.294117647058824,61.55333333333334,82.82647058823531,10.653333333333332,6.327058823529413,8.483333333333333,5.443529411764706,13.546666666666667,9.158823529411768
YouTube_music,24.5,26.11111111111111,50.84,68.47666666666667,14.215,12.646666666666668,10.96,8.22111111111111,10.7,10.347777777777779
YouTube_howto,66.0,28.0,29.86666666666667,54.336666666666666,28.703333333333333,16.926666666666666,8.02,8.443333333333333,10.839999999999998,10.19
YouTube_howto,32.5,15.545454545454545,68.1,82.61818181818181,14.66,7.876363636363636,6.885,5.264545454545455,8.65,8.924545454545454
YouTube_gaming,27.666666666666668,31.7,54.67666666666667,49.45399999999999,13.866666666666665,14.478000000000003,8.006666666666666,8.654,10.013333333333334,11.345000000000002
YouTube_howto,18.0,4.0,87.05,118.18,7.2,1.6,3.07,-1.46,8.92,7.78
YouTube_howto,22.0,13.666666666666666,66.07,61.835,10.905,10.671666666666667,6.580000000000001,9.040833333333333,8.125,9.11
YouTube_howto,26.333333333333332,17.833333333333332,81.40666666666667,77.34666666666666,10.806666666666667,8.799999999999999,4.233333333333333,5.976666666666667,7.656666666666666,7.2683333333333335
YouTube_gaming,5.0,5.0,91.78,83.32,2.0,2.0,5.54,10.76,8.62,10.2
YouTube_gaming,8.0,7.2727272727272725,71.82,77.93909090909091,3.2000000000000006,3.225454545454545,7.376666666666666,5.258181818181818,10.423333333333334,10.028181818181817
YouTube_howto,10.0,31.5,-133.26,64.885,8.0,14.515,60.12,5.609999999999999,24.66,8.715
YouTube_news,45.0,28.944444444444443,30.875999999999998,61.367777777777775,19.918,13.981111111111108,11.422,7.778333333333334,8.642,9.91
YouTube_music,5.0,5.111111111111111,117.16,83.21000000000001,2.0,3.1555555555555554,-0.85,5.158888888888889,7.04,9.796666666666667
YouTube_music,12.0,6.888888888888889,101.6,97.38555555555556,4.8,2.7555555555555555,2.13,3.144444444444444,6.86,10.728888888888891
YouTube_news,16.0,54.5,84.845,41.536249999999995,7.734999999999999,23.5225,8.55,7.459999999999999,9.379999999999999,10.32875
YouTube_howto,18.2,3.0,54.696000000000005,119.19,12.438,1.2,10.77,5.35,8.459999999999999,14.31
YouTube_news,3.0,12.0,119.19,67.75666666666666,1.2,8.546666666666667,-2.38,8.926666666666668,9.05,11.576666666666668
YouTube_music,41.0,12.0,51.015,79.03999999999999,18.450000000000003,6.466666666666666,9.094999999999999,4.96,9.465,8.836666666666668
YouTube_gaming,6.0,11.0,107.69,43.39,2.4,8.04,-1.0350000000000001,8.97,10.515,9.92
YouTube_music,6.666666666666667,6.75,56.25,60.39500000000001,6.0,5.922499999999999,11.020000000000001,8.5375,9.946666666666667,10.2
YouTube_howto,24.0,44.0,80.96,43.74,9.6,20.33,8.13,11.04,8.12,10.48
YouTube_howto,31.2,27.5,73.65,68.94500000000001,13.430000000000001,12.379999999999999,1.8539999999999999,6.245,8.468,7.24
YouTube_howto,8.0,11.0,88.74,102.61,3.2,4.4,-2.95,3.17,0.4,8.49
YouTube_news,2.0,43.53333333333333,77.91,56.61666666666667,0.8,18.409333333333333,10.0,5.281333333333333,19.53,10.098
YouTube_music,5.0,10.333333333333334,83.32,75.79416666666667,2.0,7.201666666666665,8.44,7.723333333333333,13.36,9.34
YouTube_music,11.5,5.0,76.72500000000001,117.16,6.03,2.0,10.129999999999999,-2.01,12.225,7.04
YouTube_gaming,11.0,15.714285714285714,77.23,82.11571428571428,4.4,7.47,6.82,5.527142857142857,9.92,8.934285714285712
YouTube_howto,20.8,19.272727272727273,70.67,67.29818181818183,10.128,10.860000000000001,6.548,6.679090909090909,8.772,9.83090909090909
YouTube_gaming,27.666666666666668,16.333333333333332,65.95666666666666,100.01666666666665,15.906666666666666,6.533333333333334,6.986666666666667,3.4033333333333338,11.67,8.093333333333334
YouTube_news,13.0,15.222222222222221,75.2,65.42666666666666,9.2,9.906666666666666,6.484999999999999,7.989999999999999,8.115,8.448888888888888
YouTube_gaming,17.0,18.0,79.6,78.58833333333332,9.15,8.968333333333334,5.97,5.704999999999999,9.12,8.655
YouTube_news,47.0,43.64705882352941,63.25333333333333,50.56411764705882,19.38,19.428823529411765,4.91,6.668235294117648,9.01,8.916470588235297
YouTube_music,29.0,18.0,64.60333333333334,95.51,12.666666666666666,7.2,3.953333333333333,5.97,10.296666666666667,8.04
